time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
106.55,50.7495426131539,-3.65089057381969,-12.5764344333664,-69.734216737993,13.920551899492,3.63676367134123,1.61607446237889,-3.15323764030193,13.3749685118178,-11.1863699200015,7.79199703400924,-8.50962164539575
106.555,50.8019834910688,-3.58678547475517,-12.2830188058134,-68.6334367124474,14.0341721777177,4.26907447682948,1.07273713674437,-3.158830896221,13.3605888874821,-10.8580022539475,7.84616460822618,-8.54983502366745
106.56,50.8503192756676,-3.52506871896991,-11.9865850818038,-67.5311689753347,14.1433241350437,4.89612543651596,0.526500847480849,-3.16076140931094,13.3447691739295,-10.52934401036,7.89875738761238,-8.58784409345828
106.565,50.8922355911378,-3.46694157458479,-11.6876784520844,-66.4340211626146,14.2448609943458,5.51047039722215,-0.0213808580953432,-3.15735790663143,13.3280266378416,-10.2024101396905,7.95004762577409,-8.62441314009393
106.57,50.9254124571796,-3.41354643123708,-11.3867964556892,-65.3484744860945,14.3356401455239,6.10466147885583,-0.56986467777322,-3.14694314881283,13.3109976416282,-9.87916725040217,8.00045666394666,-8.66053896837628
106.575,50.9475869474039,-3.36593165643064,-11.0844065857026,-64.2808172589318,14.4126050428867,6.67139018252726,-1.11810364313317,-3.12788459175467,13.2944319317329,-9.56151479730634,8.05055136004157,-8.69744194655784
106.58,50.9566154688715,-3.32501799357857,-10.7809658514992,-63.2370845011389,14.4728663884604,7.20362713586209,-1.66542560212832,-3.09864579009398,13.2791822902648,-9.25126967795742,8.10103521472175,-8.736549203109
106.585,50.9505336999977,-3.29156756367551,-10.4769411890481,-62.2230037233559,14.5137801818988,7.69475715743031,-2.21130525533387,-3.05783694808428,13.2661893813394,-8.95015446741801,8.1527340497994,-8.77946977208192
106.59,50.9276123394991,-3.26615646132936,-10.1728296235407,-61.2439468532199,14.5330203581544,8.13870641216932,-2.75533101379162,-3.00426304298278,13.2564617814643,-8.65978944824868,8.20657625091055,-8.82796167881299
106.595,50.8864069920719,-3.24915183044011,-9.8691771494303,-60.3048881738854,14.5286439505376,8.53005861489623,-3.29716800237704,-2.93696801811121,13.2510513531945,-8.38168852300211,8.26356775243804,-8.88389116994955
106.6,50.8258007353894,-3.24069416919471,-9.56659539432688,-59.4103680829827,14.4991469955255,8.86415751656531,-3.83651854426003,-2.85527366337058,13.2510242972615,-8.11725902924595,8.32476211347527,-8.94918451671187
106.605,50.7450381666283,-3.24068545360998,-9.2657752667772,-58.5644624462703,14.4435097210327,9.13719326883001,-4.37308143648574,-2.7588119647088,13.2574283948913,-7.86780541073946,8.39122620467828,-9.02577305314171
106.61,50.6437500047109,-3.24878348991637,-8.96749694537922,-57.7707573071345,14.361229915742,9.34627069343126,-4.90651127016969,-2.64754990438263,13.2712571237234,-7.63453663179383,8.46400219258769,-9.11553234597818
