time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
34.105,48.2387573274826,-2.30740446834503,-10.9328619542323,-50.7460518181908,7.86082385556926,-2.20947361617784,-4.29094335545124,-0.158433675834779,11.0606724648411,-15.2272420423557,10.769309627544,-8.14409895727453
34.11,48.3066853496217,-2.21919329634247,-10.6967627936213,-50.0988744448954,7.60294546051233,-1.93528039850305,-4.67136783016476,-0.137387407260268,11.4217426418271,-15.1142489839062,10.7778813585546,-8.68445174671403
34.115,48.361955927764,-2.13603478488353,-10.4571739274124,-49.5154279181821,7.33483078878923,-1.68613165576337,-5.0494579187095,-0.116716474073864,11.7817448855944,-15.0070735539136,10.7871691558405,-9.22756793575484
34.12,48.4059803519583,-2.05718875472213,-10.2155852442829,-48.9981177498598,7.05965348627971,-1.46439640208506,-5.42538801962235,-0.0971909881304429,12.1389510542228,-14.9059830248926,10.7989051185988,-9.77023074009732
34.125,48.4401952133996,-1.98192710147797,-9.97358028183099,-48.548982256567,6.78088660787499,-1.2722830105124,-5.79932205230807,-0.0795551256168894,12.4914585360924,-14.8113019240902,10.8148228978763,-10.3087383107498
34.13,48.4660177251755,-1.90955748044105,-9.7328028477848,-48.1696561888267,6.50223766676444,-1.11178661001993,-6.17139487114284,-0.0645098336880531,12.8372149408858,-14.7234296737348,10.8365987617015,-10.8389286503297
34.135,48.4848047778322,-1.83944417965726,-9.49492307010622,-47.8613345630051,6.22757902343417,-0.984638653526561,-6.54169086123009,-0.0526983871997219,13.1740459259934,-14.6428587219994,10.8657891018368,-11.3562140419182
34.14,48.4978167260173,-1.77102541505469,-9.2616036872841,-47.6247379445965,5.96087525464929,-0.892260267242077,-6.91022010059371,-0.044695225865634,13.4996851011194,-14.5701926536403,10.9037657589015,-11.8556245131662
34.145,48.5061866332481,-1.70382642574663,-9.03446729858756,-47.4600804710497,5.70610913746857,-0.835720882955934,-7.27689271680933,-0.0409983348958285,13.8118049681887,-14.5061636951547,10.9516506835795,-12.3318598450306
34.15,48.5108954335136,-1.6374679244179,-8.81506520999963,-47.367041896474,5.46720784067208,-0.815703498199452,-7.64149227082679,-0.0420252684872304,14.1080479329613,-14.451648980331,11.0102515712858,-12.7793496419092
34.155,48.5127532183121,-1.57166965940949,-8.6048484424138,-47.3447448893868,5.24797084133177,-0.832477711893087,-8.00364914863844,-0.0481127650463878,14.3860565620534,-14.4076849234391,11.0800002053465,-13.1923209894621
34.16,48.5123866369809,-1.50624906142078,-8.40514141422913,-47.3917387204695,5.05200098401547,-0.885881453512885,-8.36281502413556,-0.0595197707702889,14.6435024390269,-14.3754790607397,11.1608953168321,-13.5648732182222
34.165,48.5102322114832,-1.44111516663258,-8.21711876473539,-47.5059903440986,4.88263998054967,-0.975312070275275,-8.7182394752443,-0.0764335752999275,14.8781131756069,-14.3564187648519,11.2524518124634,-13.8910592488178
34.17,48.5065352146556,-1.37625821732014,-8.0417857398599,-47.6848837103727,4.74290951507763,-1.09972716675344,-9.06894979713329,-0.0989786689780108,15.0876973379497,-14.3520763072243,11.3536582285906,-14.1649729075018
34.175,48.501353641892,-1.31173552940318,-7.87996251133563,-47.9252279491044,4.63545897704862,-1.25765531147459,-9.41373496968853,-0.127227855207557,15.2701672346649,-14.3642098370828,11.4629442320482,-14.3808414639326
34.18,48.4945667178315,-1.24765437422404,-7.73227273954551,-48.223274849662,4.56252069654811,-1.44721644265981,-9.75113461091365,-0.161215093315852,15.4235596686978,-14.3947599558251,11.5781599012304,-14.5331224593052
34.185,48.485887318317,-1.18415274165301,-7.59913661642314,-48.5747458266044,4.52587340224315,-1.6661515287617,-10.0794335933969,-0.200949506957904,15.5460548699361,-14.4458416882121,11.6965683772391,-14.6166036730725
34.19,48.4748776496989,-1.12137892843078,-7.48076853681855,-48.9748683168998,4.52681446070857,-1.91186077744297,-10.3966628273616,-0.24642997005013,15.63599389508,-14.5197317799037,11.8148532705798,-14.6265048383972
34.195,48.4609675090677,-1.05947092724671,-7.37717944554991,-49.4184213065497,4.56614128589043,-2.18144944610818,-10.7006065294362,-0.297659676115252,15.6918948054148,-14.6188513795741,11.9291419404987,-14.5585794800424
34.2,48.4434744479671,-0.998536578816254,-7.28818379562575,-49.8997894393619,4.64414212957843,-2.47178009281748,-10.9888161073568,-0.354660107408708,15.7124679141935,-14.7457442887943,12.0350454314661,-14.4092150317966
34.205,48.4216251771133,-0.938635393845811,-7.21341093473294,-50.4130249254826,4.76059628023852,-2.77952992209505,-11.258630602198,-0.41748384675135,15.6966303386676,-14.9030510806662,12.1277154579279,-14.1755292095019
34.21,48.3945775793617,-0.879762858823217,-7.15232061655887,-50.9519162492741,4.9147835114733,-3.10125172936949,-11.5072034458382,-0.486225716603236,15.6435200049938,-15.0934794956996,12.2019183811754,-13.8554604848921
34.215,48.3614427413169,-0.821837915150532,-7.10422221568519,-51.5100624821271,5.10550243647118,-3.43343683340529,-11.7315351163616,-0.561031785070837,15.5525091465716,-15.3197716177864,12.2521256307445,-13.4478504382994
34.22,48.321306469206,-0.764694152563184,-7.06829711466574,-52.0809518420568,5.33109724593567,-3.77257831014762,-11.9285111115707,-0.642105845400807,15.4232172177057,-15.5846684120719,12.2726194995075,-12.9525157754287
34.225,48.2732498200381,-0.708075093113856,-7.04362363443929,-52.6580430136694,5.5894921401925,-4.1152328071319,-12.0949445140207,-0.729713052114353,15.2555230243741,-15.8908722685976,12.2576127022366,-12.3703078793491
34.23,48.2163682517549,-0.651633769364365,-7.02920379900954,-53.234847653168,5.87823261765142,-4.4580792316541,-12.2276222933692,-0.824180481473027,15.0495757607773,-16.241008240248,12.2013795517681,-11.7031579296353
34.235,48.149789072151,-0.594936627360693,-7.02399116631608,-53.8050124558758,6.1945326564237,-4.79797267760275,-12.3233543868782,-0.925894475005819,14.8058045412706,-16.6375846911746,12.0983960984442,-10.9541058442737
34.24,48.0726869417445,-0.537471618109591,-7.02691892257018,-54.3623991592299,6.53532672645693,-5.13199209305977,-12.3790245196686,-1.03529472114729,14.5249259378874,-17.0829540836253,11.9434861218426,-10.127311571086
34.245,47.9842972573229,-0.478660186415804,-7.03692742910769,-54.9011608920654,6.89732549709532,-5.45748039480085,-12.3916416748188,-1.15286513011905,14.2079489787117,-17.579274628381,11.7319694811521,-9.22804756157189
34.25,47.883927308712,-0.417872728031381,-7.05299042974746,-55.4158133599483,7.27707405948085,-5.77207599927042,-12.3583911003333,-1.2791216588595,13.8561770359999,-18.1284735079701,11.4598090399014,-8.26267159506915
34.255,47.7709651607191,-0.354446969057623,-7.0741391720951,-55.9012994739037,7.67101146398934,-6.07373504830691,-12.2766837450906,-1.41459734337274,13.4712060384608,-18.7322123533221,11.1237521960915,-7.23857948284417
34.26,47.6448862649844,-0.287708628193617,-7.09948376634054,-56.3530461826047,8.07553037886178,-6.36074394485418,-12.1442030481399,-1.55982489243957,13.054918481395,-19.3918556141616,10.7214629809422,-6.1641375679666
34.265,47.5052578526196,-0.21699365443452,-7.12823119698791,-56.7670124513567,8.48703570605405,-6.63172216208102,-11.9589480638244,-1.71531728621588,12.6094727817124,-20.1084424117961,10.2516407456187,-5.04859534418742
34.27,47.3517411981097,-0.141671291045184,-7.15969951290861,-57.1397275396589,8.90200104260925,-6.88561563260834,-11.7192719874328,-1.88154690264657,12.1372876308856,-20.8826624006535,9.71412163798162,-3.90197894208647
34.275,47.1840918782562,-0.0611672011373866,-7.19332784479761,-57.4683189567387,9.3170219488118,-7.12168134801646,-11.4239152502202,-2.0589237606264,11.6410211346558,-21.7148360927231,9.1099593785002,-2.73496666927036
34.28,47.0021581774079,0.0250140999662873,-7.22868203194168,-57.7505297147304,9.72886507608959,-7.33946408943654,-11.0720324758615,-2.24777351869974,11.12354468886,-22.6049000180211,8.44148227023476,-1.55874823526721
34.285,46.8058778124187,0.117268227206099,-7.26545577758085,-57.9847247451883,10.1345123161109,-7.53876645727934,-10.6632127292964,-2.44831589992682,10.587911719243,-23.5523970057276,7.71232391336756,-0.384869727185469
34.29,46.595273168255,0.215871990977701,-7.30346738959032,-58.1698865893894,10.5311992556769,-7.71961356419317,-10.1974926396448,-2.66064422622109,10.037321601356,-24.5564717763955,6.92742572762327,0.774933187953179
34.295,46.3704452484311,0.320967141672271,-7.34265229642282,-58.3056007095755,10.9164473574009,-7.88221389491847,-9.67536213744991,-2.88470673821328,9.47507926594248,-25.6158719374062,6.09301009904546,1.90891099022408
34.3,46.1315665538511,0.432547304406412,-7.383051653151,-58.3920309906608,11.2880894309259,-8.02691791697269,-9.09776270891064,-3.12029034896898,8.90455117712577,-26.7289543735433,5.21652373955675,3.00548180572887
34.305,45.8788731094954,0.550448517382582,-7.42479746530181,-58.4298862043594,11.6442881103859,-8.15417604653584,-8.46607823196073,-3.36700743153846,8.32911853731569,-27.8936969242123,4.3065516538404,4.05341527114002
34.31,45.6126558609879,0.674343681310437,-7.46809475573763,-58.4203783852709,11.983547207611,-8.26449753621702,-7.78211861684719,-3.62428617196239,7.75212871674397,-29.1077151407191,3.37270292202607,5.04201518169794
34.315,45.3332516627356,0.803741115875703,-7.51320137952844,-58.3651742170383,12.3047159637836,-8.35841175927043,-7.04809662300604,-3.89136493259656,7.17684602023733,-30.3682838236207,2.42547030207027,5.96129724564665
34.32,45.0410340763455,0.937987305623494,-7.56040615173984,-58.2663406430147,12.6069863713926,-8.43643322372768,-6.26659836042833,-4.16729096799234,6.60640298337339,-31.6723629539689,1.47606640713716,6.80215826146833
