time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
142.565,46.8077295229758,-4.38903623542523,-12.9227309171472,-66.9963523780296,9.94121136232253,-1.93497684546803,-1.65918753831717,-0.182627984824493,12.7606599380534,-12.3358670010077,6.49648353348361,-13.2389646201136
142.57,47.0786857077276,-4.33061073567983,-12.610062268766,-65.896262277337,10.0117110115402,-1.05624407695125,-2.38165908678657,-0.251234368954144,12.7874103098128,-11.8506050853687,6.54415815604076,-13.2351605411944
142.575,47.3470126713922,-4.27323801594382,-12.2915119782813,-64.7975530320782,10.0757015603222,-0.177767565901729,-3.10791794874946,-0.319187461261443,12.8130826783848,-11.3642878401645,6.59212101885528,-13.2300897972447
142.58,47.6099913444424,-4.2175745745781,-11.9670027496811,-63.7082506555113,10.1305426066796,0.694003621178845,-3.83518778111801,-0.386013097987242,12.8387091590764,-10.880727340786,6.64153955624939,-13.2248593894012
142.585,47.8649685811546,-4.16422016471434,-11.6364980102935,-62.6362682592402,10.1737545614932,1.55275465203258,-4.56083867580139,-0.451282143881435,12.8655295403323,-10.4037803362061,6.69372812904143,-13.2207849486473
142.59,48.1094090353583,-4.11369929024236,-11.3000478968721,-61.5892969892853,10.203106269211,2.39239722938798,-5.28238807242001,-0.51462048732021,12.894968761736,-9.93730849231809,6.75011396230175,-13.219362499242
142.595,48.3409437047018,-4.06644463237203,-10.9578338653756,-60.5747021249914,10.2166969556012,3.20715554162,-5.99749491442087,-0.575717532776597,12.9286054612398,-9.48514100536341,6.81219656871508,-13.2222288736257
142.6,48.5574138528967,-4.02278293628638,-10.6102096691605,-59.5994257883959,10.2130295706796,3.99164446537795,-6.70394814461059,-0.634332974590158,12.9681318100715,-9.05104009427483,6.88150134725349,-13.2311109895269
142.605,48.7569092026343,-3.9829237920308,-10.2577366148001,-58.6698975950269,10.1910729261713,4.74093878820601,-7.39965074303521,-0.690301707995412,13.0153051709736,-8.63866978560949,6.959528223675,-13.2477646767955
142.61,48.937799504498,-3.94695163236924,-9.90121126192502,-57.791954454568,10.1503104567907,5.45063240827125,-8.0826005567671,-0.743536811314726,13.0718924385718,-8.25156831072044,7.04769636152546,-13.2739042358312
142.615,49.0987588178754,-3.91482114875645,-9.5416840676154,-56.9707705958241,10.0907739402501,6.11688668291185,-8.75086916528231,-0.794030612892551,13.1396082383222,-7.89312434241154,7.14728611684634,-13.3111244013325
142.62,49.238782078288,-3.88635620101799,-9.18046786889302,-56.2107987403022,10.0130610667143,6.73646733522083,-9.40257997469699,-0.841853933477525,13.2200484610522,-7.56655720811682,7.25937953433377,-13.3608168532552
142.625,49.3571937627403,-3.86125217287301,-8.81913552941924,-55.5157231795714,9.91833632821754,7.30676958199121,-10.0358866470044,-0.887153665364451,13.3146208819112,-7.27490112936354,7.38480078540589,-13.4240838397862
142.63,49.4536486928947,-3.83908160974612,-8.45950652903746,-54.8884253224573,9.80831527699542,7.82583140879704,-10.6489528541975,-0.93014891019535,13.424474844071,-7.02099345379486,7.52405802796404,-13.5016518338818
142.635,49.5281252287818,-3.81930287242398,-8.1036227282984,-54.3309620703061,9.68523275536753,8.29233517961109,-11.2399342089653,-0.971125944999112,13.5504321678676,-6.80746676736876,7.67728822216292,-13.5937884161852
142.64,49.5809112983458,-3.80127145417746,-7.75371397681859,-53.8445571552636,9.551796208084,8.70559801978075,-11.8069630702492,-1.01043231864396,13.6929215656346,-6.63674470158078,7.84420646485655,-13.7002257460415
